,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
6530,orig_lobbyregister_2022-03-07_#0006531,lobbyregister_membership,lobbyregister,2022-03-07,European Forum of Medical Associations and WHO (EFMA),European Forum of Medical Associations and WHO (EFMA),norm_lobbyregister_eintrag_2022-09-19_#0010189,
6531,orig_lobbyregister_2022-06-25_#0006532,lobbyregister_membership,lobbyregister,2022-06-25,European Forum of National Laity Committees (ELF e.V.),European Forum of National Laity Committees (ELF e.V.),norm_lobbyregister_eintrag_2022-09-19_#0010190,
6532,orig_lobbyregister_2022-02-28_#0006533,lobbyregister_membership,lobbyregister,2022-02-28,European Forum of Securities Associations (EFSA),European Forum of Securities Associations (EFSA),norm_lobbyregister_eintrag_2022-09-19_#0010191,
6533,orig_lobbyregister_2022-07-23_#0006534,lobbyregister_membership,lobbyregister,2022-07-23,European Foundation Centre,European Foundation Centre,norm_lobbyregister_eintrag_2022-09-19_#0010192,
6534,orig_lobbyregister_2022-09-12_#0006535,lobbyregister_membership,lobbyregister,2022-09-12,European Fresh Produce Association (Freshfel Europe),European Fresh Produce Association (Freshfel Europe),norm_lobbyregister_eintrag_2022-09-19_#0010193,
6535,orig_lobbyregister_2022-07-27_#0006536,lobbyregister_membership,lobbyregister,2022-07-27,European Fund and Asset Management Association (EFAMA),European Fund and Asset Management Association (EFAMA),norm_lobbyregister_eintrag_2022-09-19_#0010194,
6536,orig_lobbyregister_2022-02-24_#0006537,lobbyregister_membership,lobbyregister,2022-02-24,European Fundraising Association,European Fundraising Association,norm_lobbyregister_eintrag_2022-09-19_#0010195,
6537,orig_lobbyregister_2022-03-02_#0006538,lobbyregister_membership,lobbyregister,2022-03-02,European Furniture Industries Confederation,European Furniture Industries Confederation,norm_lobbyregister_eintrag_2022-09-19_#0010196,
6538,orig_lobbyregister_2022-02-28_#0006539,lobbyregister_membership,lobbyregister,2022-02-28,European Games Developer Federation,European Games Developer Federation,norm_lobbyregister_eintrag_2022-09-19_#0010197,
6539,orig_lobbyregister_2022-03-03_#0006540,lobbyregister_membership,lobbyregister,2022-03-03,European Gaming and Amusement Federation (EUROMAT),European Gaming and Amusement Federation (EUROMAT),norm_lobbyregister_eintrag_2022-09-19_#0010198,
6540,orig_lobbyregister_2022-04-12_#0006541,lobbyregister_membership,lobbyregister,2022-04-12,European Geriatric Medicine Society (EuGMS),European Geriatric Medicine Society (EuGMS),norm_lobbyregister_eintrag_2022-09-19_#0010199,
6541,orig_lobbyregister_2022-04-21_#0006542,lobbyregister_membership,lobbyregister,2022-04-21,European Golf Association,European Golf Association,norm_lobbyregister_eintrag_2022-09-19_#0010200,
6542,orig_lobbyregister_2022-05-03_#0006543,lobbyregister_membership,lobbyregister,2022-05-03,european greenbelt,european greenbelt,norm_lobbyregister_eintrag_2022-09-19_#0010201,
6543,orig_lobbyregister_2022-07-01_#0006544,lobbyregister_membership,lobbyregister,2022-07-01,European Green Belt Association e.V.,European Green Belt Association e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010202,
6544,orig_lobbyregister_2022-04-25_#0006545,lobbyregister_membership,lobbyregister,2022-04-25,European Group of Mushroom Growers (GEPC),European Group of Mushroom Growers (GEPC),norm_lobbyregister_eintrag_2022-09-19_#0010203,
6545,orig_lobbyregister_2022-02-24_#0006546,lobbyregister_membership,lobbyregister,2022-02-24,European Haemophilia Consortium (EHC),European Haemophilia Consortium (EHC),norm_lobbyregister_eintrag_2022-09-19_#0010204,
6546,orig_lobbyregister_2022-02-01_#0006547,lobbyregister_membership,lobbyregister,2022-02-01,European Healthcare Fraud and Corruption Network (EHFCN),European Healthcare Fraud and Corruption Network (EHFCN),norm_lobbyregister_eintrag_2022-09-19_#0010206,
6547,orig_lobbyregister_2022-02-24_#0006548,lobbyregister_membership,lobbyregister,2022-02-24,European Heart Network (EHN),European Heart Network (EHN),norm_lobbyregister_eintrag_2022-09-19_#0010207,
6548,orig_lobbyregister_2022-09-15_#0006549,lobbyregister_membership,lobbyregister,2022-09-15,European Heating Industry (EHI),European Heating Industry (EHI),norm_lobbyregister_eintrag_2022-09-19_#0010208,
6549,orig_lobbyregister_2022-03-14_#0006550,lobbyregister_membership,lobbyregister,2022-03-14,European Heat Pump Association,European Heat Pump Association,norm_lobbyregister_eintrag_2022-09-19_#0010209,
6550,orig_lobbyregister_2022-07-01_#0006551,lobbyregister_membership,lobbyregister,2022-07-01,European Heat Pump Association (EHPA),European Heat Pump Association (EHPA),norm_lobbyregister_eintrag_2022-09-19_#0010210,
6551,orig_lobbyregister_2022-02-17_#0006552,lobbyregister_membership,lobbyregister,2022-02-17,European Helicopter Association,European Helicopter Association,norm_lobbyregister_eintrag_2022-09-19_#0010211,
6552,orig_lobbyregister_2022-03-14_#0006553,lobbyregister_membership,lobbyregister,2022-03-14,European HEMS & Air Ambulance Committee e.V. (EHAC),European HEMS & Air Ambulance Committee e.V. (EHAC),norm_lobbyregister_eintrag_2022-09-19_#0010212,
6553,orig_lobbyregister_2022-03-28_#0006554,lobbyregister_membership,lobbyregister,2022-03-28,European Holiday Home Association,European Holiday Home Association,norm_lobbyregister_eintrag_2022-09-19_#0010213,
6554,orig_lobbyregister_2022-02-25_#0006555,lobbyregister_membership,lobbyregister,2022-02-25,European Holiday Home Association (EHHA),European Holiday Home Association (EHHA),norm_lobbyregister_eintrag_2022-09-19_#0010214,
6555,orig_lobbyregister_2022-05-09_#0006556,lobbyregister_membership,lobbyregister,2022-05-09,European Industrial Hemp Association e.V. (EIHA),European Industrial Hemp Association e.V. (EIHA),norm_lobbyregister_eintrag_2022-09-19_#0010215,
6556,orig_lobbyregister_2022-07-01_#0006557,lobbyregister_membership,lobbyregister,2022-07-01,European Institute of Innovation and Technology,European Institute of Innovation and Technology,norm_lobbyregister_eintrag_2022-09-19_#0010216,
6557,orig_lobbyregister_2022-04-25_#0006558,lobbyregister_membership,lobbyregister,2022-04-25,European Internet Forum,European Internet Forum,norm_lobbyregister_eintrag_2022-09-19_#0010217,
6558,orig_lobbyregister_2022-03-07_#0006559,lobbyregister_membership,lobbyregister,2022-03-07,European Internet Forum (EIF),European Internet Forum (EIF),norm_lobbyregister_eintrag_2022-09-19_#0010218,
6559,orig_lobbyregister_2022-06-29_#0006560,lobbyregister_membership,lobbyregister,2022-06-29,European Issuers,European Issuers,norm_lobbyregister_eintrag_2022-09-19_#0010220,
6560,orig_lobbyregister_2022-03-07_#0006561,lobbyregister_membership,lobbyregister,2022-03-07,European Junior Doctors Permanent Working Group,European Junior Doctors Permanent Working Group,norm_lobbyregister_eintrag_2022-09-19_#0010221,
6561,orig_lobbyregister_2022-09-14_#0006562,lobbyregister_membership,lobbyregister,2022-09-14,European Justice Forum,European Justice Forum,norm_lobbyregister_eintrag_2022-09-19_#0010222,
6562,orig_lobbyregister_2022-09-06_#0006563,lobbyregister_membership,lobbyregister,2022-09-06,European Kidney Health Alliance,European Kidney Health Alliance,norm_lobbyregister_eintrag_2022-09-19_#0010224,
6563,orig_lobbyregister_2022-08-04_#0006564,lobbyregister_membership,lobbyregister,2022-08-04,European Landowners' Organization,European Landowners' Organization,norm_lobbyregister_eintrag_2022-09-19_#0010226,
6564,orig_lobbyregister_2022-05-02_#0006565,lobbyregister_membership,lobbyregister,2022-05-02,European Law Institute,European Law Institute,norm_lobbyregister_eintrag_2022-09-19_#0010227,
6565,orig_lobbyregister_2022-08-11_#0006566,lobbyregister_membership,lobbyregister,2022-08-11,European Lawyer Foundation,European Lawyer Foundation,norm_lobbyregister_eintrag_2022-09-19_#0010228,
6566,orig_lobbyregister_2022-02-26_#0006567,lobbyregister_membership,lobbyregister,2022-02-26,European League against Rheumatism (EULAR e.V.),European League against Rheumatism (EULAR e.V.),norm_lobbyregister_eintrag_2022-09-19_#0010229,
6567,orig_lobbyregister_2022-07-04_#0006568,lobbyregister_membership,lobbyregister,2022-07-04,European League for Economic Cooperation (ELEC),European League for Economic Cooperation (ELEC),norm_lobbyregister_eintrag_2022-09-19_#0010230,
6568,orig_lobbyregister_2022-04-28_#0006569,lobbyregister_membership,lobbyregister,2022-04-28,European Liberal Youth (LYMEC),European Liberal Youth (LYMEC),norm_lobbyregister_eintrag_2022-09-19_#0010232,
6569,orig_lobbyregister_2022-02-24_#0006570,lobbyregister_membership,lobbyregister,2022-02-24,European Live Music Association (ELMA),European Live Music Association (ELMA),norm_lobbyregister_eintrag_2022-09-19_#0010233,
6570,orig_lobbyregister_2022-03-01_#0006571,lobbyregister_membership,lobbyregister,2022-03-01,European Logistics Association (ELA),European Logistics Association (ELA),norm_lobbyregister_eintrag_2022-09-19_#0010234,
6571,orig_lobbyregister_2022-07-05_#0006572,lobbyregister_membership,lobbyregister,2022-07-05,European Logistics Plattform,European Logistics Plattform,norm_lobbyregister_eintrag_2022-09-19_#0010235,
6572,orig_lobbyregister_2022-08-09_#0006573,lobbyregister_membership,lobbyregister,2022-08-09,European Lotteries,European Lotteries,norm_lobbyregister_eintrag_2022-09-19_#0010236,
6573,orig_lobbyregister_2022-05-16_#0006574,lobbyregister_membership,lobbyregister,2022-05-16,European Management Accountants Association e.V.,European Management Accountants Association e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010237,
6574,orig_lobbyregister_2022-02-24_#0006575,lobbyregister_membership,lobbyregister,2022-02-24,European Manufacturers of Expanded Polystyrene (EUMEPS),European Manufacturers of Expanded Polystyrene (EUMEPS),norm_lobbyregister_eintrag_2022-09-19_#0010238,
6575,orig_lobbyregister_2022-04-12_#0006576,lobbyregister_membership,lobbyregister,2022-04-12,European Materials Industrial Research Initiative,European Materials Industrial Research Initiative,norm_lobbyregister_eintrag_2022-09-19_#0010240,
6576,orig_lobbyregister_2022-05-10_#0006577,lobbyregister_membership,lobbyregister,2022-05-10,European Medicinal Cannabis Association,European Medicinal Cannabis Association,norm_lobbyregister_eintrag_2022-09-19_#0010241,
6577,orig_lobbyregister_2022-06-29_#0006578,lobbyregister_membership,lobbyregister,2022-06-29,European Milk Board,European Milk Board,norm_lobbyregister_eintrag_2022-09-19_#0010242,
6578,orig_lobbyregister_2022-09-16_#0006579,lobbyregister_membership,lobbyregister,2022-09-16,European Milk Board (EMB),European Milk Board (EMB),norm_lobbyregister_eintrag_2022-09-19_#0010243,
6579,orig_lobbyregister_2022-02-28_#0006580,lobbyregister_membership,lobbyregister,2022-02-28,European Movement,European Movement,norm_lobbyregister_eintrag_2022-09-19_#0010244,
6580,orig_lobbyregister_2022-02-28_#0006581,lobbyregister_membership,lobbyregister,2022-02-28,European Movement International,European Movement International,norm_lobbyregister_eintrag_2022-09-19_#0010245,
6581,orig_lobbyregister_2022-02-24_#0006582,lobbyregister_membership,lobbyregister,2022-02-24,European Musical Instrument Alliance (EMIA),European Musical Instrument Alliance (EMIA),norm_lobbyregister_eintrag_2022-09-19_#0010246,
6582,orig_lobbyregister_2022-07-29_#0006583,lobbyregister_membership,lobbyregister,2022-07-29,European Music Council,European Music Council,norm_lobbyregister_eintrag_2022-09-19_#0010247,
6583,orig_lobbyregister_2022-02-24_#0006584,lobbyregister_membership,lobbyregister,2022-02-24,European Music Council (EMC),European Music Council (EMC),norm_lobbyregister_eintrag_2022-09-19_#0010248,
6584,orig_lobbyregister_2022-02-25_#0006585,lobbyregister_membership,lobbyregister,2022-02-25,European Music School Union,European Music School Union,norm_lobbyregister_eintrag_2022-09-19_#0010249,
6585,orig_lobbyregister_2022-07-11_#0006586,lobbyregister_membership,lobbyregister,2022-07-11,European netID Foundation,European netID Foundation,norm_lobbyregister_eintrag_2022-09-19_#0010250,
6586,orig_lobbyregister_2022-09-02_#0006587,lobbyregister_membership,lobbyregister,2022-09-02,European Network against Arms Trade,European Network against Arms Trade,norm_lobbyregister_eintrag_2022-09-19_#0010251,
6587,orig_lobbyregister_2022-09-14_#0006588,lobbyregister_membership,lobbyregister,2022-09-14,European Network against Racism,European Network against Racism,norm_lobbyregister_eintrag_2022-09-19_#0010252,
6588,orig_lobbyregister_2022-02-25_#0006589,lobbyregister_membership,lobbyregister,2022-02-25,European network for education and training (EUNET),European network for education and training (EUNET),norm_lobbyregister_eintrag_2022-09-19_#0010253,
6589,orig_lobbyregister_2022-02-14_#0006590,lobbyregister_membership,lobbyregister,2022-02-14,European Network for Traveller Education,European Network for Traveller Education,norm_lobbyregister_eintrag_2022-09-19_#0010254,
6590,orig_lobbyregister_2022-07-01_#0006591,lobbyregister_membership,lobbyregister,2022-07-01,European Network of Corporate Observatories (ENCO),European Network of Corporate Observatories (ENCO),norm_lobbyregister_eintrag_2022-09-19_#0010255,
6591,orig_lobbyregister_2022-02-24_#0006592,lobbyregister_membership,lobbyregister,2022-02-24,European Network of Cultural Centers,European Network of Cultural Centers,norm_lobbyregister_eintrag_2022-09-19_#0010256,
6592,orig_lobbyregister_2022-06-30_#0006593,lobbyregister_membership,lobbyregister,2022-06-30,European Network on Debt and Development (EURODAD),European Network on Debt and Development (EURODAD),norm_lobbyregister_eintrag_2022-09-19_#0010257,
6593,orig_lobbyregister_2022-08-02_#0006594,lobbyregister_membership,lobbyregister,2022-08-02,European Network on Debt and Development (Eurodad),European Network on Debt and Development (Eurodad),norm_lobbyregister_eintrag_2022-09-19_#0010258,
6594,orig_lobbyregister_2022-07-20_#0006595,lobbyregister_membership,lobbyregister,2022-07-20,European Network on Independent Living (ENIL),European Network on Independent Living (ENIL),norm_lobbyregister_eintrag_2022-09-19_#0010259,
6595,orig_lobbyregister_2022-02-28_#0006596,lobbyregister_membership,lobbyregister,2022-02-28,European Noise Barrier Federation (ENBF),European Noise Barrier Federation (ENBF),norm_lobbyregister_eintrag_2022-09-19_#0010260,
6596,orig_lobbyregister_2022-08-16_#0006597,lobbyregister_membership,lobbyregister,2022-08-16,European Non-GMO Industry Association (ENGA),European Non-GMO Industry Association (ENGA),norm_lobbyregister_eintrag_2022-09-19_#0010261,
6597,orig_lobbyregister_2022-02-01_#0006598,lobbyregister_membership,lobbyregister,2022-02-01,European Nurserystock Association,European Nurserystock Association,norm_lobbyregister_eintrag_2022-09-19_#0010262,
6598,orig_lobbyregister_2022-02-16_#0006599,lobbyregister_membership,lobbyregister,2022-02-16,European Oilseed Alliance (EOA),European Oilseed Alliance (EOA),norm_lobbyregister_eintrag_2022-09-19_#0010263,
6599,orig_lobbyregister_2022-02-28_#0006600,lobbyregister_membership,lobbyregister,2022-02-28,European Open Science Cloud (EOSC) Association,European Open Science Cloud (EOSC) Association,norm_lobbyregister_eintrag_2022-09-19_#0010264,
6600,orig_lobbyregister_2022-07-19_#0006601,lobbyregister_membership,lobbyregister,2022-07-19,European Open Science Cloud Association (EOSC),European Open Science Cloud Association (EOSC),norm_lobbyregister_eintrag_2022-09-19_#0010265,
6601,orig_lobbyregister_2022-07-27_#0006602,lobbyregister_membership,lobbyregister,2022-07-27,European Operations Professionals Network (OPN),European Operations Professionals Network (OPN),norm_lobbyregister_eintrag_2022-09-19_#0010266,
6602,orig_lobbyregister_2022-06-15_#0006603,lobbyregister_membership,lobbyregister,2022-06-15,European Organic Certifiers Council (EOCC),European Organic Certifiers Council (EOCC),norm_lobbyregister_eintrag_2022-09-19_#0010267,
6603,orig_lobbyregister_2022-02-28_#0006604,lobbyregister_membership,lobbyregister,2022-02-28,European Organisation for Security,European Organisation for Security,norm_lobbyregister_eintrag_2022-09-19_#0010268,
6604,orig_lobbyregister_2022-02-16_#0006605,lobbyregister_membership,lobbyregister,2022-02-16,European Organisation of the Sawmill Industry,European Organisation of the Sawmill Industry,norm_lobbyregister_eintrag_2022-09-19_#0010269,
6605,orig_lobbyregister_2022-03-02_#0006606,lobbyregister_membership,lobbyregister,2022-03-02,European Organization for Rare Diseases (EURORDIS),European Organization for Rare Diseases (EURORDIS),norm_lobbyregister_eintrag_2022-09-19_#0010270,
6606,orig_lobbyregister_2022-09-16_#0006607,lobbyregister_membership,lobbyregister,2022-09-16,European Pandel Federation,European Pandel Federation,norm_lobbyregister_eintrag_2022-09-19_#0010271,
6607,orig_lobbyregister_2022-02-28_#0006608,lobbyregister_membership,lobbyregister,2022-02-28,European Panel Federation,European Panel Federation,norm_lobbyregister_eintrag_2022-09-19_#0010272,
6608,orig_lobbyregister_2022-04-06_#0006609,lobbyregister_membership,lobbyregister,2022-04-06,European Parking Association,European Parking Association,norm_lobbyregister_eintrag_2022-09-19_#0010273,
6609,orig_lobbyregister_2022-05-02_#0006610,lobbyregister_membership,lobbyregister,2022-05-02,European Parliamentary Financial Services Forum,European Parliamentary Financial Services Forum,norm_lobbyregister_eintrag_2022-09-19_#0010274,
6610,orig_lobbyregister_2022-07-01_#0006611,lobbyregister_membership,lobbyregister,2022-07-01,European Partnership for Sustainability Management for Local and Regional Authorities,European Partnership for Sustainability Management for Local and Regional Authorities,norm_lobbyregister_eintrag_2022-09-19_#0010275,
6611,orig_lobbyregister_2022-02-03_#0006612,lobbyregister_membership,lobbyregister,2022-02-03,European Passenger Federation,European Passenger Federation,norm_lobbyregister_eintrag_2022-09-19_#0010276,
6612,orig_lobbyregister_2022-02-27_#0006613,lobbyregister_membership,lobbyregister,2022-02-27,European Patient Forum,European Patient Forum,norm_lobbyregister_eintrag_2022-09-19_#0010277,
6613,orig_lobbyregister_2022-09-14_#0006614,lobbyregister_membership,lobbyregister,2022-09-14,European Payment Council,European Payment Council,norm_lobbyregister_eintrag_2022-09-19_#0010278,
6614,orig_lobbyregister_2022-08-17_#0006615,lobbyregister_membership,lobbyregister,2022-08-17,European Payments Council (EPC),European Payments Council (EPC),norm_lobbyregister_eintrag_2022-09-19_#0010279,
6615,orig_lobbyregister_2022-08-01_#0006616,lobbyregister_membership,lobbyregister,2022-08-01,European Payments Council EPC,European Payments Council EPC,norm_lobbyregister_eintrag_2022-09-19_#0010280,
6616,orig_lobbyregister_2022-08-25_#0006617,lobbyregister_membership,lobbyregister,2022-08-25,European Peacebuilding Liaison Office (EPLO),European Peacebuilding Liaison Office (EPLO),norm_lobbyregister_eintrag_2022-09-19_#0010281,
6617,orig_lobbyregister_2022-02-23_#0006618,lobbyregister_membership,lobbyregister,2022-02-23,European Pet Food Industry Federation (FEDIAF),European Pet Food Industry Federation (FEDIAF),norm_lobbyregister_eintrag_2022-09-19_#0010282,
6618,orig_lobbyregister_2022-02-04_#0006619,lobbyregister_membership,lobbyregister,2022-02-04,European Pet Organization,European Pet Organization,norm_lobbyregister_eintrag_2022-09-19_#0010283,
6619,orig_lobbyregister_2022-02-24_#0006620,lobbyregister_membership,lobbyregister,2022-02-24,European Physical Society,European Physical Society,norm_lobbyregister_eintrag_2022-09-19_#0010284,
6620,orig_lobbyregister_2022-04-04_#0006621,lobbyregister_membership,lobbyregister,2022-04-04,European Physical Society (EPS),European Physical Society (EPS),norm_lobbyregister_eintrag_2022-09-19_#0010285,
6621,orig_lobbyregister_2022-08-03_#0006622,lobbyregister_membership,lobbyregister,2022-08-03,European Pig Producers (EPP) e. V.,European Pig Producers (EPP) e. V.,norm_lobbyregister_eintrag_2022-09-19_#0010286,
6622,orig_lobbyregister_2022-03-26_#0006623,lobbyregister_membership,lobbyregister,2022-03-26,European Plastics Converters,European Plastics Converters,norm_lobbyregister_eintrag_2022-09-19_#0010287,
6623,orig_lobbyregister_2022-07-20_#0006624,lobbyregister_membership,lobbyregister,2022-07-20,European Policy Centre,European Policy Centre,norm_lobbyregister_eintrag_2022-09-19_#0010288,
6624,orig_lobbyregister_2022-07-04_#0006625,lobbyregister_membership,lobbyregister,2022-07-04,European Policy Centre (EPC),European Policy Centre (EPC),norm_lobbyregister_eintrag_2022-09-19_#0010290,
6625,orig_lobbyregister_2022-03-18_#0006626,lobbyregister_membership,lobbyregister,2022-03-18,European Policy Centre (www.epc.eu),European Policy Centre (www.epc.eu),norm_lobbyregister_eintrag_2022-09-19_#0010291,
6626,orig_lobbyregister_2022-04-08_#0006627,lobbyregister_membership,lobbyregister,2022-04-08,European Potato Processors' Association,European Potato Processors' Association,norm_lobbyregister_eintrag_2022-09-19_#0010292,
6627,orig_lobbyregister_2022-03-15_#0006628,lobbyregister_membership,lobbyregister,2022-03-15,European Potato Trade Association (Europatat),European Potato Trade Association (Europatat),norm_lobbyregister_eintrag_2022-09-19_#0010293,
6628,orig_lobbyregister_2022-08-25_#0006629,lobbyregister_membership,lobbyregister,2022-08-25,European Powder Metallurgy Association AISBL,European Powder Metallurgy Association AISBL,norm_lobbyregister_eintrag_2022-09-19_#0010294,
6629,orig_lobbyregister_2022-02-28_#0006630,lobbyregister_membership,lobbyregister,2022-02-28,European Precious Metals Federation (EMPF),European Precious Metals Federation (EMPF),norm_lobbyregister_eintrag_2022-09-19_#0010295,
6630,orig_lobbyregister_2022-02-17_#0006631,lobbyregister_membership,lobbyregister,2022-02-17,European Pride Business Network e. V. i. Gr.,European Pride Business Network e. V. i. Gr.,norm_lobbyregister_eintrag_2022-09-19_#0010296,
6631,orig_lobbyregister_2022-02-17_#0006632,lobbyregister_membership,lobbyregister,2022-02-17,European Printing Ink Association (EuPIA),European Printing Ink Association (EuPIA),norm_lobbyregister_eintrag_2022-09-19_#0010297,
6632,orig_lobbyregister_2022-02-21_#0006633,lobbyregister_membership,lobbyregister,2022-02-21,European Process Safety Centre (EPSC),European Process Safety Centre (EPSC),norm_lobbyregister_eintrag_2022-09-19_#0010298,
6633,orig_lobbyregister_2022-02-23_#0006634,lobbyregister_membership,lobbyregister,2022-02-23,European Producer's Club,European Producer's Club,norm_lobbyregister_eintrag_2022-09-19_#0010299,
6634,orig_lobbyregister_2022-03-07_#0006635,lobbyregister_membership,lobbyregister,2022-03-07,European Producers Club (https://www.europeanproducersclub.org/),European Producers Club (https://www.europeanproducersclub.org/),norm_lobbyregister_eintrag_2022-09-19_#0010300,
6635,orig_lobbyregister_2022-02-28_#0006636,lobbyregister_membership,lobbyregister,2022-02-28,European Psychiatric Association (EPA),European Psychiatric Association (EPA),norm_lobbyregister_eintrag_2022-09-19_#0010301,
6636,orig_lobbyregister_2022-02-28_#0006637,lobbyregister_membership,lobbyregister,2022-02-28,European Public Affairs Consultancies' Association (EPACA),European Public Affairs Consultancies' Association (EPACA),norm_lobbyregister_eintrag_2022-09-19_#0010302,
6637,orig_lobbyregister_2022-07-21_#0006638,lobbyregister_membership,lobbyregister,2022-07-21,European Public Real Estate Association,European Public Real Estate Association,norm_lobbyregister_eintrag_2022-09-19_#0010303,
6638,orig_lobbyregister_2022-03-09_#0006639,lobbyregister_membership,lobbyregister,2022-03-09,European Rail Freight Association,European Rail Freight Association,norm_lobbyregister_eintrag_2022-09-19_#0010304,
6639,orig_lobbyregister_2022-06-29_#0006640,lobbyregister_membership,lobbyregister,2022-06-29,European Rail Freight Association (ERFA),European Rail Freight Association (ERFA),norm_lobbyregister_eintrag_2022-09-19_#0010305,
6640,orig_lobbyregister_2022-02-28_#0006641,lobbyregister_membership,lobbyregister,2022-02-28,European Raw Materials Alliance (ERMA),European Raw Materials Alliance (ERMA),norm_lobbyregister_eintrag_2022-09-19_#0010306,
6641,orig_lobbyregister_2022-02-11_#0006642,lobbyregister_membership,lobbyregister,2022-02-11,European Ready Mixed Concrete Organization (ERMCO),European Ready Mixed Concrete Organization (ERMCO),norm_lobbyregister_eintrag_2022-09-19_#0010307,
6642,orig_lobbyregister_2022-06-23_#0006643,lobbyregister_membership,lobbyregister,2022-06-23,European Recycling Industries’ Confederation (EuRIC),European Recycling Industries’ Confederation (EuRIC),norm_lobbyregister_eintrag_2022-09-19_#0010308,
6643,orig_lobbyregister_2022-02-28_#0006644,lobbyregister_membership,lobbyregister,2022-02-28,European Renewable Energies Federat,European Renewable Energies Federat,norm_lobbyregister_eintrag_2022-09-19_#0010310,
6644,orig_lobbyregister_2022-05-05_#0006645,lobbyregister_membership,lobbyregister,2022-05-05,European Renewable Energies Federation (EREF),European Renewable Energies Federation (EREF),norm_lobbyregister_eintrag_2022-09-19_#0010311,
6645,orig_lobbyregister_2022-07-11_#0006646,lobbyregister_membership,lobbyregister,2022-07-11,European Renewable Energy Federation (EREF),European Renewable Energy Federation (EREF),norm_lobbyregister_eintrag_2022-09-19_#0010312,
6646,orig_lobbyregister_2022-06-02_#0006647,lobbyregister_membership,lobbyregister,2022-06-02,European Renewable Gas Registry,European Renewable Gas Registry,norm_lobbyregister_eintrag_2022-09-19_#0010313,
6647,orig_lobbyregister_2022-07-01_#0006648,lobbyregister_membership,lobbyregister,2022-07-01,European Renewable Research Centers Agency,European Renewable Research Centers Agency,norm_lobbyregister_eintrag_2022-09-19_#0010314,
6648,orig_lobbyregister_2022-02-21_#0006649,lobbyregister_membership,lobbyregister,2022-02-21,European Responsible Investment Network (ERIN),European Responsible Investment Network (ERIN),norm_lobbyregister_eintrag_2022-09-19_#0010316,
6649,orig_lobbyregister_2022-06-29_#0006650,lobbyregister_membership,lobbyregister,2022-06-29,European River-Sea-Transport-Union e. V.,European River-Sea-Transport-Union e. V.,norm_lobbyregister_eintrag_2022-09-19_#0010317,
6650,orig_lobbyregister_2022-04-08_#0006651,lobbyregister_membership,lobbyregister,2022-04-08,European Round Table of Industrialists,European Round Table of Industrialists,norm_lobbyregister_eintrag_2022-09-19_#0010319,
6651,orig_lobbyregister_2022-07-14_#0006652,lobbyregister_membership,lobbyregister,2022-07-14,European Route of Industrial Heritage e.V.,European Route of Industrial Heritage e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010320,
6652,orig_lobbyregister_2022-03-07_#0006653,lobbyregister_membership,lobbyregister,2022-03-07,European Sales & Marketing Association,European Sales & Marketing Association,norm_lobbyregister_eintrag_2022-09-19_#0010321,
6653,orig_lobbyregister_2022-04-19_#0006654,lobbyregister_membership,lobbyregister,2022-04-19,European Sea Ports Organisation (ESPO),European Sea Ports Organisation (ESPO),norm_lobbyregister_eintrag_2022-09-19_#0010322,
6654,orig_lobbyregister_2022-06-08_#0006655,lobbyregister_membership,lobbyregister,2022-06-08,European Semiconductor Industry Association (ESIA),European Semiconductor Industry Association (ESIA),norm_lobbyregister_eintrag_2022-09-19_#0010324,
6655,orig_lobbyregister_2022-03-21_#0006656,lobbyregister_membership,lobbyregister,2022-03-21,European Shooting Confederation (ESC),European Shooting Confederation (ESC),norm_lobbyregister_eintrag_2022-09-19_#0010325,
6656,orig_lobbyregister_2022-03-21_#0006657,lobbyregister_membership,lobbyregister,2022-03-21,European Shooting Sports Forum (ESSF),European Shooting Sports Forum (ESSF),norm_lobbyregister_eintrag_2022-09-19_#0010326,
6657,orig_lobbyregister_2022-06-22_#0006658,lobbyregister_membership,lobbyregister,2022-06-22,European Signature Dialog,European Signature Dialog,norm_lobbyregister_eintrag_2022-09-19_#0010327,
6658,orig_lobbyregister_2022-02-25_#0006659,lobbyregister_membership,lobbyregister,2022-02-25,European Sleep Research Society (ESRS),European Sleep Research Society (ESRS),norm_lobbyregister_eintrag_2022-09-19_#0010328,
6659,orig_lobbyregister_2022-02-28_#0006660,lobbyregister_membership,lobbyregister,2022-02-28,European Smoking Tobacco Association,European Smoking Tobacco Association,norm_lobbyregister_eintrag_2022-09-19_#0010329,
6660,orig_lobbyregister_2022-06-13_#0006661,lobbyregister_membership,lobbyregister,2022-06-13,European Snacks Association asbl,European Snacks Association asbl,norm_lobbyregister_eintrag_2022-09-19_#0010330,
6661,orig_lobbyregister_2022-02-22_#0006662,lobbyregister_membership,lobbyregister,2022-02-22,European Social Insurance Platform ESIP,European Social Insurance Platform ESIP,norm_lobbyregister_eintrag_2022-09-19_#0010331,
6662,orig_lobbyregister_2022-06-30_#0006663,lobbyregister_membership,lobbyregister,2022-06-30,European Social Network - ESN,European Social Network - ESN,norm_lobbyregister_eintrag_2022-09-19_#0010332,
